Country,EPI 2000,EPI 2002,EPI 2004,EPI 2006,EPI 2008,EPI 2010,EPI 2012,EPI 2014,EPI 2016,EPI 2018,EPI 2020,CCPI 2008,CCPI 2009,CCPI 2010,CCPI 2011,CCPI 2012,CCPI 2013,CCPI 2014,CCPI 2015,CCPI 2016,CCPI 2017,CCPI 2018,CCPI 2019,CCPI 2020,2014 Sustainable Competitiveness,2015 Sustainable Competitiveness,2016 Sustainable Competitiveness,2017 Sustainable Competitiveness,2018 Sustainable Competitiveness,2019 Sustainable Competitiveness,2020 Sustainable Competitiveness,2014 Natural capital,2015 Natural capital,2016 Natural capital,2017 Natural capital,2018 Natural capital,2019 Natural capital,2020 Natural capital,2014 Resource Intensity,2015 Resource Intensity,2016 Resource Intensity,2017 Resource Intensity,2018 Resource Intensity,2019 Resource Intensity,2020 Resource Intensity,2014 Social capital,2015 Social capital,2016 Social capital,2017 Social capital,2018 Social capital,2019 Social capital,2020 Social capital,2014 Intellectual capital,2015 Intellectual capital,2016 Intellectual capital,2017 Intellectual capital,2018 Intellectual capital,2019 Intellectual capital,2020 Intellectual capital,2014 Governance ,2015 Governance ,2016 Governance ,2017 Governance ,2018 Governance ,2019 Governance ,2020 Governance ,GDP PER CAPITA PER CAPITA 2000 ,GDP PER CAPITA PER CAPITA 2001 ,GDP PER CAPITA 2002 ,GDP PER CAPITA 2003,GDP PER CAPITA 2004 ,GDP PER CAPITA 2005 ,GDP PER CAPITA 2006 ,GDP PER CAPITA 2007 ,GDP PER CAPITA 2008 ,GDP PER CAPITA 2009,GDP PER CAPITA 2010 ,GDP PER CAPITA 2011 ,GDP PER CAPITA 2012 ,GDP PER CAPITA 2013 ,GDP PER CAPITA 2014 ,GDP PER CAPITA 2015 ,GDP PER CAPITA 2016 ,GDP PER CAPITA 2017 ,GDP PER CAPITA 2018 ,GDP PER CAPITA 2019 ,GDP PER CAPITA 2020 ,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Continent_Name,Continent_Code,Country_Name,Two_Letter_Country_Code,Country_Number
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,42.31,41.95,41.75,40.08,39.69,40.20,42.88,63.95,64.02,62.81,63.41,64.14,57.99,64.47,63.95,45.79,46.42,49.07,34.81,47.82,54.37,38.19,39.74,24.79,33.47,32.05,37.22,38.42,19.53,21.45,26.28,23.89,24.51,25.23,21.82,42.40,38.76,32.53,31.64,30.40,32.73,35.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,48.9,49.62,51.34,52.12,52.5,63.51,52.4,39.25,70.36,53.93,46.4,,,,,,,,,,,,,,43.56,44.42,46.74,48.23,46.46,48.3,49.7,62.8,65.71,60.85,61.34,63.26,62.02,67.57,62.8,41.7,48.3,52.33,63.32,55.15,52.7,38.19,37.61,35.28,38.11,36.01,38.57,41.59,31.75,30.54,43.45,42.38,37.8,31.31,30.71,44.57,46.53,46.46,48.16,41.97,54.46,55.94,6654.17,6612.68,6590.17,6877,7223.56,7485.3,7960.73,8495.34,9097.52,9020.31,10001.53,10503.6,10018.72,11062.56,11454.43,11486.52,12041.72,12590.55,13135.7,13149.04,13012.88,PRY,"Population, total",SP.POP.TOTL,1903990,1954552,2006675,2060340,2115573,2172309,2230733,2290797,2351926,2413396,2474757,2535877,2597149,2659418,2723816,2791236,2861868,2935710,3013281,3095151,3181627,3272922,3368763,3468533,3571275,3676206,3783074,3891725,4001678,4112396,4223413,4334348,4445019,4555518,4666096,4776838,4887638,4998096,5107840,5216346,5323202,5428442,5531958,5632983,5730556,5824095,5913212,5998430,6081296,6163970,6248017,6333981,6421510,6510273,6599524,6688746,6777878,6867058,6956069,7044639,7132530,South America,SA,"Paraguay, Republic of",PY,600
Peru,46.66,49.47,51.25,51.58,50.78,69.28,50.29,45.05,72.95,61.92,44,,,,,,,,,,,,,,46.01,45.88,48.02,49.23,47.2,47.33,49.93,57.55,58.88,57.96,63.51,59.32,59.75,61.36,57.55,36.83,46.01,46.63,52.45,47.76,52.5,40.28,38.91,40.15,44.2,39.82,41.01,45.5,41.58,39.89,43.05,45.45,41.2,38.24,40.7,52.84,54.9,54.67,49.91,48.03,49.86,49.58,5043.27,5120.07,5423.64,5697.43,6084.89,6610.89,7262.26,8026.61,8857.86,8951.01,9730.42,10476.8,10767.68,11295.96,11510.28,11572.32,12013.38,12506.53,13088.3,13397.27,11879.24,PER,"Population, total",SP.POP.TOTL,10155011,10446618,10749463,11062295,11383364,11711402,12045783,12386868,12735491,13092846,13459789,13836365,14221954,14615847,15017060,15424745,15838568,16258323,16683451,17113393,17547612,17985398,18426420,18870988,19319746,19772871,20230385,20691285,21153462,21614193,22071433,22522383,22966822,23408135,23851405,24299168,24753825,25210957,25658070,26078295,26459944,26799289,27100964,27372217,27624226,27866140,28102055,28333050,28562321,28792663,29027680,29264314,29506790,29773986,30090372,30470739,30926036,31444299,31989265,32510462,32971846,South America,SA,"Peru, Republic of",PE,604
Philippines,50.39,50.94,52,56.09,57.21,65.68,57.4,44.02,73.7,57.65,38.4,,,,,,,,,,,,,,39.38,38.99,42.02,41.58,41.48,41.71,44.7,37.58,36.66,34.03,34.13,33.55,34.6,39.91,37.58,39.81,51.05,48.76,49.06,49.95,55.76,38.36,38.58,35.17,43.4,40.85,38.48,40.84,27.47,29.2,36.67,32.23,30.7,31.02,31.87,51.39,50.68,49.75,51.18,52.97,54.5,55.12,3439.54,3545.73,3657.97,3835.92,4115.77,4370.37,4657.71,5008.2,5239.73,5268.49,5626.28,5865.34,6296.83,6614.68,6960.9,7186.77,7703.76,8120.87,8720.61,9291.73,8390.35,PHL,"Population, total",SP.POP.TOTL,26269741,27161052,28077345,29012630,29958687,30909997,31864175,32823970,33795203,34786309,35803591,36849678,37923400,39022759,40144250,41285741,42446659,43629415,44838485,46079844,47357741,48672831,50023564,51408910,52827047,54275836,55755346,57263835,58794999,60340768,61895169,63454785,65020124,66593904,68180846,69784087,71401743,73030879,74672009,76325927,77991757,79672869,81365260,83051970,84710544,86326251,87888675,89405482,90901967,92414161,93966784,95570049,97212639,98871558,100513137,102113206,103663812,105172921,106651394,108116622,109581085,Asia,AS,"Philippines, Republic of the",PH,608
Poland,62.02,63.43,62.28,62.93,63.22,63.11,63.47,69.53,81.26,64.11,60.9,47.2,46.9,47.4,46.3,45.1,52.47,52.69,54.36,56.09,53.68,46.53,47.59,39.98,47.2,46.8,49.21,51.15,51.54,51.91,52.84,42.09,42.96,48.06,43.64,42.87,43.66,44.58,42.09,33.18,40.08,48.13,47.36,50.43,42.6,52.97,51.28,46.31,37.88,48.2,50.19,53.14,53.51,48.54,51.09,56.16,56.33,51.08,58.32,51.72,58.02,56.36,59.94,60.34,64.2,65.57,10676.76,11124.53,11804.27,12275.8,13342.61,13896.79,15132.07,16782.44,18303.35,19254.09,21088.62,22827.7,23745.7,24567.51,25475.5,26862.05,28322.11,30064.5,31978.53,34151.79,34264.76,POL,"Population, total",SP.POP.TOTL,29637450,29964000,30308500,30712000,31139450,31444950,31681000,31987155,32294655,32548300,32664300,32783500,33055650,33357200,33678899,34015199,34356300,34689050,34965600,35247217,35574150,35898587,36230481,36571808,36904134,37201885,37456119,37668045,37824487,37961529,38110782,38246193,38363667,38461408,38542652,38594998,38624370,38649660,38663481,38660271,38258629,38248076,38230364,38204570,38182222,38165445,38141267,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37965475,37950802,Europe,EU,"Poland, Republic of",PL,616
Portugal,51.65,51.76,53.03,54.39,58.71,72.98,57.64,75.8,88.63,71.91,67,57.9,58.8,59.7,63.4,62.9,67.81,68.38,67.26,59.52,62.47,59.16,60.54,54.1,45.89,45.8,48.89,48.93,50.02,51.15,54.98,45.64,47.75,49.79,44.19,44.3,45.54,46.31,45.64,34.88,42.35,45.88,51.91,50.62,51.72,48.42,49.95,31.25,38.94,52.07,52.57,57.7,52.47,48.84,54.21,52.61,53.94,51.62,55.44,43.33,47.58,47.91,50.89,50.61,55.38,63.71,18884.89,19533.36,20356.65,20829.6,21460.02,22725.28,24649.72,25701.89,26665.84,26478.37,27282.75,26769.51,26438.02,27936.04,28742.44,29660.9,31607.75,33044.72,34931.78,36871.84,34495.92,PRT,"Population, total",SP.POP.TOTL,8857716,8929316,8993985,9030355,9035365,8998595,8930990,8874520,8836650,8757705,8680431,8643756,8630430,8633100,8754365,9093470,9355810,9455675,9558250,9661265,9766312,9851362,9911771,9957865,9996232,10023613,10032734,10030031,10019610,10005000,9983218,9960235,9952494,9964675,9991525,10026176,10063945,10108977,10160196,10217828,10289898,10362722,10419631,10458821,10483861,10503330,10522288,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10286263,10305564,Europe,EU,"Portugal, Portuguese Republic",PT,620
Qatar,46.11,45.79,46.45,46.36,46.59,48.89,46.59,63.03,69.94,67.8,37.1,,,,,,,,,,,,,,42.82,42.85,44.2,41.55,40.96,40.82,40.91,36.5,34.82,33.04,30.21,28.19,28,33.65,36.5,36.32,41.67,43.85,52.68,44.84,33.02,57.2,54.64,33.89,32.39,41.18,44.13,51.05,36.42,32.58,35.11,33.35,36.99,31.3,35.05,51.26,55.9,55.43,57.53,53.58,55.83,51.8,96823.11,99035.26,103476.34,102757.78,113857.65,109856.95,120838.17,122882.84,125010.7,122424.61,132047.99,139358.97,141634.7,138229.77,129068.58,92968.23,83102.35,91738.75,93154.23,93851.75,89948.61,QAT,"Population, total",SP.POP.TOTL,47383,51427,56266,61721,67562,73631,79850,86298,93206,100880,109521,119413,130505,142181,153624,164314,173716,182319,191947,205172,223622,247984,277229,309299,341272,370886,397739,422154,443611,461688,476275,487354,495403,501479,507044,513447,522531,535320,551566,570486,592467,615013,640872,681791,753332,865410,1022704,1218441,1436670,1654944,1856329,2035862,2196078,2336579,2459202,2565708,2654379,2724727,2781682,2832071,2881060,Asia,AS,"Qatar, State of",QA,634
Republic of Congo,,,,,,,,,,,,,,,,,,,,,,,,,39.87,41.23,44.65,43.58,45.02,41.90,41.73,60.69,59.82,63.03,59.89,62.48,62.40,58.26,60.69,47.25,61.43,58.97,43.89,60.88,56.55,24.92,26.82,32.77,30.91,35.35,37.04,36.33,29.01,30.83,32.13,28.89,26.30,20.27,28.58,45.24,41.45,37.32,37.83,40.07,28.93,28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,42.01,42.38,43.15,46.41,47.72,67.01,48.34,50.52,83.24,64.78,64.7,51.5,47.5,52.9,57,55.9,62.67,63.73,59.02,60.39,60.33,55.32,59.42,54.85,45.38,44.75,47.68,49.71,51.42,50.79,54.5,43.46,46.59,48.71,50.52,48.75,51.24,56.9,43.46,35.14,45.45,52.39,36.62,55.67,57.48,51.88,50.01,33.65,32.29,49.19,47.46,53.72,40.2,34.94,34.68,35.16,42.9,40.8,42.69,51.05,57.07,58.86,64.97,61.65,58.8,61.69,5850.62,6521.47,7162.31,7552.2,8982.85,9602.15,11541.25,13683.44,16782.1,16644.04,16989.31,17896.28,18869.62,19781.98,20657.71,21605.84,24271.37,27141.92,29248.81,32299.97,31945.75,ROU,"Population, total",SP.POP.TOTL,18406905,18555250,18676550,18797850,18919126,19031576,19215450,19534242,19799831,20009141,20250398,20461567,20657957,20835681,21029429,21293583,21551634,21756096,21951464,22090488,22207282,22353070,22475741,22560478,22640547,22732999,22836841,22949430,23057662,23161458,23201835,23001155,22794284,22763280,22730211,22684270,22619004,22553978,22507344,22472040,22442971,22131970,21730496,21574326,21451748,21319685,21193760,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648,19286123,Europe,EU,Romania,RO,642
Russia,,,,,,,,,,,,,,,,,,,,,,,,,45.75,46.32,46.55,47.47,47.87,46.70,49.95,54.96,56.49,61.12,57.27,53.93,55.42,62.36,54.96,28.40,34.77,37.02,52.83,39.63,38.76,36.20,34.37,38.00,37.02,37.48,36.75,41.98,49.39,50.15,48.85,54.37,52.58,48.63,51.50,57.69,62.18,53.24,52.10,55.73,53.08,55.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,38.69,37.31,37.07,39.44,38.48,37.56,41.57,47.05,45.67,36.81,44.08,39.95,38.47,45.96,47.05,36.42,46.98,51.76,54.88,52.73,57.74,32.22,31.35,50.52,35.67,35.08,36.88,39.08,31.23,31.16,28.63,19.43,19.21,15.74,21.59,43.76,41.97,39.25,46.26,45.40,43.96,43.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,37.44,37.80,36.16,35.75,36.15,45.15,,43.61,48.40,40.68,41.40,46.75,53.63,,34.87,41.35,40.95,49.82,41.88,50.56,,27.31,38.64,38.67,31.22,32.46,42.19,,41.87,36.63,30.31,24.77,21.59,30.19,,39.57,32.46,36.31,36.07,38.08,49.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,30.54,34.26,39.81,37.89,39.36,44.98,,33.85,38.61,42.84,40.27,42.55,49.99,,35.56,51.21,53.41,39.32,53.03,52.49,,31.56,40.05,36.58,35.97,38.59,42.97,,28.93,27.01,38.83,31.50,33.54,37.04,,22.78,24.26,28.29,28.04,29.09,42.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,50.97,50.74,50.43,50.26,49.99,55.32,49.97,66.66,68.63,57.47,44,30,32.8,28.7,25.8,24.5,26.9,25.17,24.19,21.08,25.45,11.2,8.82,22.03,45.9,45.91,40.38,41.95,40.33,40.96,44.05,46.64,45.58,34.93,34.94,35.94,35.8,39.22,46.64,26.87,26.95,34.52,63.84,35.75,33.15,46.75,52.83,29.3,29.54,40.47,42.55,51.31,56.29,47.39,40.89,44.92,38.97,36.9,44.71,51.86,56.87,50.09,51.09,51.43,53.81,51.86,39882.63,39240.76,37667.02,41441.86,44601.78,47161.13,48552.53,49394.02,52047.07,49933.19,51529.83,56133.14,57364.99,55908.25,55726.1,48611.13,45484.44,47306.22,48735.46,48948.17,46762.47,SAU,"Population, total",SP.POP.TOTL,4086534,4218852,4362788,4516540,4677304,4843632,5015353,5195124,5387822,5599909,5836388,6100631,6392973,6711922,7054532,7419486,7802928,8207695,8646845,9137928,9691471,10311771,10988851,11701132,12418836,13118998,13794167,14445663,15070082,15666289,16233786,16772695,17282686,17763297,18214475,18638790,19033843,19407138,19783301,20194531,20663840,21202646,21805322,22456645,23132686,23816175,24498313,25184589,25888535,26630303,27421468,28267591,29154906,30052058,30916603,31717676,32443443,33101183,33702757,34268529,34813867,Asia,AS,"Saudi Arabia, Kingdom of",SA,682
Senegal,46.43,46.87,48.22,46.16,46.55,42.28,46.73,40.83,63.73,49.52,30.7,,,,,,,,,,,,,,38.37,36.63,39.19,41.15,41.57,40.63,42.99,39.47,36.8,35.08,35.55,37.89,38.05,40.66,39.47,38.1,44.79,52.44,45.32,54.24,55.59,40.48,39.94,32.94,40.96,42.29,42.04,44.65,29.04,29.28,34.68,34.93,29.49,24.56,25.69,42.25,39.02,41.24,41.71,43.95,44.25,48.38,1999.47,2080.79,2064.23,2165.89,2269.64,2379.57,2444.33,2513.64,2587.12,2606.84,2652.86,2669.52,2739.42,2742.42,2830.7,2971.35,3075.94,3203.91,3388.95,3503.62,3481.31,SEN,"Population, total",SP.POP.TOTL,3206757,3295280,3386803,3481654,3580241,3682879,3789381,3899648,4014107,4133324,4257508,4387532,4522886,4660726,4797188,4929846,5057375,5181505,5306685,5439069,5583157,5740441,5909734,6089567,6277420,6471329,6670665,6875746,7086624,7303511,7526306,7755503,7990090,8226749,8461066,8690155,8912872,9130876,9347777,9568717,9797731,10036102,10283694,10541470,10810086,11090123,11382272,11687078,12004700,12335092,12678143,13033814,13401990,13782429,14174740,14578450,14993514,15419354,15854324,16296362,16743930,Africa,AF,"Senegal, Republic of",SN,686
Serbia,45.53,45.26,44.95,46.44,46.55,69.37,46.14,69.13,78.67,57.49,55.2,,,,,,,,,,,,,,43.44,42.76,44.03,46.85,45.93,45.84,50.72,47.13,47.83,48.43,47.99,45.74,42.07,52.46,47.13,23.98,32.27,35.1,53.15,36.37,44.43,50.79,50.07,40.98,35.97,49.49,50.5,53.46,43.24,39.13,43.57,46.49,47.56,45.92,48.03,47.24,52.8,46.2,56.24,50.76,54.34,55.25,6021.72,6484.77,7224.59,7637.93,8480.53,9181.71,10195.53,11222.62,12632.04,12543.17,12808.06,13746.9,13933.92,14629.03,14659.61,14928.41,15858.04,16611.02,17736.01,18929.88,19230.63,SRB,"Population, total",SP.POP.TOTL,6608000,6655000,6696000,6732000,6765000,6794000,6841000,6880000,6915000,6945000,6972000,7013000,7053000,7091000,7128000,7163000,7214000,7258000,7297000,7332000,7362000,7405000,7440000,7468000,7489000,7504000,7536000,7558000,7572000,7581000,7586000,7595636,7646424,7699307,7734639,7625357,7617794,7596501,7567745,7540401,7516346,7503433,7496522,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7234099,7199077,7164132,7130576,7095383,7058322,7020858,6982604,6945235,6908224,Europe,EU,"Serbia, Republic of",RS,688
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,42.67,41.68,41.05,31.97,41.89,32.83,41.74,44.45,44.78,38.49,28.08,43.09,30.89,41.25,44.45,35.78,40.37,29.13,50.00,27.60,29.24,43.64,39.05,30.03,43.15,37.99,31.36,42.85,41.02,36.30,35.01,24.94,33.71,28.20,40.10,51.66,52.50,46.26,44.74,55.00,46.10,55.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,40.32,40.16,39.54,40.98,41.05,43.31,43.40,61.57,61.01,57.93,59.94,61.72,61.60,59.31,61.57,37.00,44.81,49.00,40.55,50.13,52.70,39.00,39.13,30.15,35.67,43.64,45.88,38.15,19.31,22.53,23.75,25.03,21.40,26.97,29.03,42.67,41.15,32.76,31.46,28.37,31.99,37.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,52.82,54.44,55.67,55.87,56.23,69.64,56.36,81.78,87.04,64.23,58.1,,,,,,,,,,,,,,47.43,46.02,44.75,46.47,46.05,47.8,50.32,30.11,30.81,26.34,26.9,23.58,24.92,28.64,30.11,35.29,34.35,39.34,50.7,38.73,38.96,50.18,50.93,33.89,36.26,52.78,53.67,57.78,66.08,58.05,62.27,60.73,63.4,63.62,69.38,55.96,55.04,50.74,51.71,51.97,58.06,56.83,43833.22,43136.43,45120.41,48756.56,54301.7,58717.22,63910.08,68628.38,67576.86,66149,75294.36,80052.39,82064.96,83001.79,84423.19,86974.75,89417.35,95350.44,100581.16,102573.4,98525.95,SGP,"Population, total",SP.POP.TOTL,1646400,1702400,1750200,1795000,1841600,1886900,1934400,1977600,2012000,2042500,2074507,2112900,2152400,2193000,2229800,2262600,2293300,2325300,2353600,2383500,2413945,2532835,2646466,2681061,2732221,2735957,2733373,2774789,2846108,2930901,3047132,3135083,3230698,3313471,3419048,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807,Asia,AS,"Singapore, Republic of",SG,702
Slovak Republic,60.09,61.77,62.84,64.83,66.28,74.46,66.62,74.45,85.42,70.6,68.3,56.5,55.3,54.7,60.5,64,64.64,63.17,62.5,57.83,57.69,56.04,56.61,52.69,47.43,46.02,44.75,46.47,46.05,47.8,50.32,30.11,30.81,26.34,26.9,23.58,24.92,28.64,30.11,35.29,34.35,39.34,50.7,38.73,38.96,50.18,50.93,33.89,36.26,52.78,53.67,57.78,66.08,58.05,62.27,60.73,63.4,63.62,69.38,55.96,55.04,50.74,51.71,51.97,58.06,56.83,11381.51,12391.35,13312.2,14166.5,15213.73,16639.39,18888.76,21196.62,23725.86,23097.57,25209.35,26082.76,26967.13,28002.5,28996.87,29919.66,29659.37,30077.85,31505.06,32557.19,31832.39,SVK,"Population, total",SP.POP.TOTL,4068095,4191667,4238188,4282017,4327341,4370983,4411666,4449367,4483915,4518607,4538223,4557449,4596622,4641445,4689623,4739105,4789507,4840501,4890125,4938973,4979815,5016105,5055099,5091971,5127097,5161768,5193838,5222840,5250596,5275942,5299187,5303294,5305016,5325305,5346331,5361999,5373361,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147,5458827,Europe,EU,Slovakia (Slovak Republic),SK,703
Slovenia,56.55,58.16,61.04,61.11,62.15,64.95,62.25,76.43,88.98,67.57,72,54.2,48.1,48.1,51.4,55.6,60.98,59.19,60.99,56.87,56.55,50.54,44.9,41.91,49.19,50.78,54.8,53.71,54.31,53.81,55.91,47.89,48.55,52.92,44.03,43.67,42.98,49.33,47.89,32.25,37.21,46.33,37.43,49.34,43.12,54.52,60.81,34.56,39.18,54.68,53.38,59.57,62.96,59.9,68.02,61.17,61.9,59.05,59.39,46.55,52.37,55.79,61.05,62.5,64.31,68.12,18009.06,18956.39,20241.53,21090.62,22742.09,23852.64,25686.03,27536.68,29604.29,27558,27848.13,28931.38,29042.82,29973.7,30870.02,31628.25,33936.04,36505.68,38915.64,41193.84,39593.31,SVN,"Population, total",SP.POP.TOTL,1584720,1594131,1603649,1616971,1632114,1649160,1669905,1689528,1704546,1713874,1724891,1738335,1752233,1766697,1776132,1793581,1820249,1842377,1862548,1882599,1901315,1906531,1910334,1922321,1932154,1941641,1965964,1989776,1995196,1996351,1998161,1999429,1996498,1991746,1989443,1989872,1988628,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2088385,2100126,Europe,EU,"Slovenia, Republic of",SI,705
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,34.55,36.88,40.86,38.01,38.40,44.60,,54.35,55.31,50.88,50.75,51.81,59.62,,35.17,40.88,48.73,38.83,46.61,49.05,,32.67,27.87,33.46,33.00,35.45,41.72,,26.67,29.43,43.35,29.79,26.86,29.54,,23.89,24.72,28.55,27.69,31.25,43.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,33.76,36.17,34.47,34.06,34.58,50.79,34.55,53.51,70.52,44.73,43.1,49.5,51.2,52.9,56.6,53.6,56.7,54.04,54.63,53.76,56.17,40.61,48.25,45.67,40.95,38.24,36.53,39.16,39.2,38.79,39.92,44.21,44.68,37.4,47.35,45.23,48.29,50.73,44.21,31.79,36.35,37.08,52.73,39.71,35.48,35.1,35.91,31.96,42.61,31.99,31.62,31.09,41.42,32.55,35.73,34.78,42.44,37.21,41.59,46.29,46.27,36.67,40.33,37.02,37.12,40.69,7714.91,7989.76,8310.76,8608.73,9131.27,9790.64,10518.42,11233.93,11661.28,11409.57,11721.55,12172.41,12057.58,12450.99,12521.13,12552.34,12591.59,12701.35,12931.12,13009.67,12095.86,ZAF,"Population, total",SP.POP.TOTL,17099836,17524533,17965733,18423157,18896303,19384838,19888259,20406863,20942147,21496075,22069783,22665265,23281517,23913090,24552540,25195184,25836890,26480915,27138966,27827325,28556771,29333095,30150448,30993762,31841588,32678876,33495956,34297727,35100905,35930056,36800507,37718952,38672611,39633754,40564061,41435761,42241007,42987456,43682259,44338551,44967713,45571272,46150913,46719203,47291610,47880595,48489464,49119766,49779472,50477013,51216967,52003759,52832659,53687125,54544184,55386369,56207649,57009751,57792520,58558267,59308690,Africa,AF,"South Africa, Republic of",ZA,710
South Korea,,,,,,,,,,,,,,,,,,,,,,,,,47.64,45.70,46.89,53.31,52.75,50.77,51.35,34.55,34.50,34.36,33.39,33.80,34.19,35.52,34.55,20.69,25.14,38.36,42.84,41.01,31.88,50.10,46.26,31.70,32.08,50.83,51.15,56.88,75.70,71.84,75.24,79.03,79.73,72.93,74.80,55.60,55.21,56.15,59.46,58.90,54.57,57.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,55.92,56.03,57.16,58.49,59.73,70.62,60.31,79.79,88.91,78.39,74.3,50.1,53.2,51.8,54.4,54.2,59.18,60.37,57.34,52.63,56.14,48.19,48.97,46.03,45.92,46.38,46.94,48.1,48.9,48.46,51.83,38.65,41.48,44.07,43.85,44.48,44.18,45.53,38.65,37.31,41.41,48.97,52.3,49.2,51.96,55.12,58.13,25.47,39.59,49.51,50.57,56.74,48.07,45.7,45.19,45.17,47.58,42.63,46.5,46.04,49.26,49.05,52.84,53.87,55.7,58.44,21593.65,22959.1,24371.6,25020.31,26121.97,27606.93,30679.12,32430.12,33263.27,32116,31706.88,31867.97,31720.12,32434,33525.74,34903.13,37286.21,39528.93,40720.19,42185.59,38334.61,ESP,"Population, total",SP.POP.TOTL,30455000,30739250,31023366,31296651,31609195,31954292,32283194,32682947,33113134,33441054,33814531,34224490,34604469,34988947,35373335,35757900,36137812,36511638,36864898,37191330,37491165,37758631,37986012,38171525,38330364,38469512,38584624,38684815,38766939,38827764,38867322,38966376,39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47133521,47351567,Europe,EU,"Spain, Kingdom of",ES,724
